n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean
133,0.0,0.48475836431226765,1.0,7.429739776951672
134,0.0,0.4687270051508462,1.0,7.359087564385578
135,0.0,0.47050254916241807,1.0,7.284777858703569
136,0.0,0.46515151515151515,1.0,7.568181818181818
137,0.0,0.4487767584097859,1.0,7.6567278287461775
138,0.0,0.4797864225781846,1.0,7.6239511823035855
139,0.0,0.5048982667671439,1.0,7.541070082893746
140,0.0,0.4743202416918429,1.0,7.54380664652568
141,0.0,0.4802784222737819,1.0,7.727764887857695
142,0.0,0.479023646071701,1.0,7.644546147978642
143,0.0,0.47819433817903595,1.0,7.648048967100229
144,0.0,0.45742275810097965,1.0,7.528259231348907
145,0.0,0.45660672400312746,1.0,7.82017200938233
146,0.0,0.4648105181747873,1.0,7.7331786542923435
147,0.0,0.46267496111975115,1.0,7.784603421461897
148,0.0,0.4527439024390244,1.0,7.623475609756097
149,0.0,0.4720930232558139,1.0,7.7410852713178295
150,0.0,0.4826522744795682,1.0,7.7093292212798765
151,0.0,0.47141738449490994,1.0,7.833985904463587
152,0.0,0.47413127413127415,1.0,7.723552123552124
153,0.0,0.4611727416798732,1.0,7.918383518225039
154,0.0,0.46914556962025317,1.0,7.905063291139241
155,0.0,0.47501982553528943,1.0,7.943695479777954
156,0.0,0.4826771653543307,1.0,7.866929133858267
157,0.0,0.4956862745098039,1.0,7.847843137254902
158,0.0,0.48451151707704526,1.0,7.945988880063543
159,0.0,0.46808510638297873,1.0,7.874704491725768
160,0.0,0.4637795275590551,1.0,7.866929133858267
161,0.0,0.4835423197492163,1.0,7.844043887147335
162,0.0,0.47255369928400953,1.0,7.967382657120127
163,0.0,0.49145646867371845,1.0,8.12693246541904
164,0.0,0.49487785657998423,1.0,7.885736800630418
165,0.0,0.46914556962025317,1.0,7.905063291139241
166,0.0,0.48717948717948717,1.0,8.017628205128204
167,0.0,0.4758893280632411,1.0,7.903557312252964
168,0.0,0.4523809523809524,1.0,7.921428571428572
169,0.0,0.4801619433198381,1.0,8.109311740890687
170,0.0,0.47996794871794873,1.0,8.006410256410257
171,0.0,0.5099601593625498,1.0,7.975298804780876
172,0.0,0.4887278582930757,1.0,8.053945249597424
173,0.0,0.5237704918032787,1.0,8.2
174,0.0,0.48657445077298617,1.0,8.130187144019528
175,0.0,0.5101378751013788,1.0,8.115977291159773
176,0.0,0.5112179487179487,1.0,8.006410256410257
177,0.0,0.5121163166397416,1.0,8.08723747980614
178,0.0,0.4652317880794702,1.0,8.2591059602649
179,0.0,0.4838709677419355,1.0,8.07983870967742
180,0.0,0.4900662251655629,1.0,8.278145695364238
181,0.0,0.4926590538336052,1.0,8.150081566068515
182,0.0,0.4888705688375927,1.0,8.248145094806265
183,0.0,0.47794117647058826,1.0,8.168300653594772
184,0.0,0.5103503184713376,1.0,7.961783439490445
185,0.0,0.48465266558966075,1.0,8.077544426494345
186,0.0,0.4744525547445255,1.0,8.113544201135442
187,0.0,0.48337388483373883,1.0,8.104622871046228
188,0.0,0.502442996742671,1.0,8.151465798045603
189,0.0,0.48637489677952106,1.0,8.25103220478943
190,0.0,0.508641975308642,1.0,8.233744855967078
191,0.0,0.4746580852775543,1.0,8.041029766693484
192,0.0,0.4939467312348668,1.0,8.063761097659404
193,0.0,0.4894822006472492,1.0,8.09789644012945
194,0.0,0.48322683706070285,1.0,7.9888178913738015
195,0.0,0.4971705739692805,1.0,8.08164915117219
196,0.0,0.500814332247557,1.0,8.153094462540716
197,0.0,0.5,1.0,8.06532258064516
198,0.0,0.5036734693877551,1.0,8.144489795918368
199,0.0,0.4875502008032129,1.0,8.042570281124497
200,0.0,0.5275974025974026,1.0,8.12012987012987
201,0.0,0.5121753246753247,1.0,8.107142857142858
202,0.0,0.4967159277504105,1.0,8.216748768472906
203,0.0,0.49348534201954397,1.0,8.15228013029316
204,0.0,0.4863297431648716,1.0,8.270919635459817
205,0.0,0.49261083743842365,1.0,8.216748768472906
206,0.0,0.4853658536585366,1.0,8.13170731707317
207,0.0,0.4975369458128079,1.0,8.204433497536947
208,0.0,0.46711074104912575,1.0,8.331390507910076
209,0.0,0.5041118421052632,1.0,8.210526315789474
210,0.0,0.4991749174917492,1.0,8.257425742574258
211,0.0,0.509046052631579,1.0,8.223684210526315
212,0.0,0.49107142857142855,1.0,8.12012987012987
213,0.0,0.49634443541835904,1.0,8.125101543460602
214,0.0,0.5016528925619834,1.0,8.26198347107438
215,0.0,0.48856209150326796,1.0,8.165849673202615
216,0.0,0.5033222591362126,1.0,8.30813953488372
217,0.0,0.4894308943089431,1.0,8.127642276422764
218,0.0,0.5040387722132472,1.0,8.078352180936996
219,0.0,0.49795918367346936,1.0,8.169795918367347
220,0.0,0.5195344970906068,1.0,8.306733167082294
221,0.0,0.5070539419087137,1.0,8.304564315352698
222,0.0,0.5091059602649006,1.0,8.282284768211921
223,0.0,0.4924496644295302,1.0,8.390100671140939
224,0.0,0.4878457669740151,1.0,8.375523889354568
225,0.0,0.49830508474576274,1.0,8.46864406779661
226,0.0,0.5251256281407035,1.0,8.377721943048575
227,0.0,0.4719387755102041,1.0,8.509353741496598
228,0.0,0.5021132713440406,1.0,8.442941673710905
229,0.0,0.504222972972973,1.0,8.445945945945946
230,0.0,0.4920100925147183,1.0,8.414634146341463
231,0.0,0.5046649703138253,1.0,8.47921967769296
232,0.0,0.5029787234042553,1.0,8.514893617021277
233,0.0,0.49326599326599324,1.0,8.423400673400673
234,0.0,0.4962089300758214,1.0,8.417017691659646
235,0.0,0.5061830173124485,1.0,8.238252267106349
236,0.0,0.5054031587697423,1.0,8.30756442227764
237,0.0,0.49874266554903607,1.0,8.39731768650461
238,0.0,0.5213032581453634,1.0,8.348370927318296
239,0.0,0.5033500837520938,1.0,8.382747068676716
240,0.0,0.5170357751277683,1.0,8.508517887563885
241,0.0,0.5143824027072758,1.0,8.464467005076141
242,0.0,0.5076271186440678,1.0,8.466949152542373
243,0.0,0.5236514522821577,1.0,8.31701244813278
244,0.0,0.49364944961896695,1.0,8.457239627434378
245,0.0,0.5012679628064244,1.0,8.45054945054945
246,0.0,0.5125418060200669,1.0,8.367056856187292
247,0.0,0.5205831903945112,1.0,8.574614065180103
248,0.0,0.5123825789923142,1.0,8.543125533731853
249,0.0,0.49914529914529915,1.0,8.537606837606837
250,0.0,0.5050675675675675,1.0,8.45608108108108
251,0.0,0.5176268271711092,1.0,8.589853826311264
252,0.0,0.5133047210300429,1.0,8.587124463519313
253,0.0,0.47799827437446074,1.0,8.622088006902501
254,0.0,0.5222707423580786,1.0,8.743231441048035
255,0.0,0.5108038029386344,1.0,8.649956784788245
256,0.0,0.5190972222222222,1.0,8.67361111111111
257,0.0,0.5179039301310043,1.0,8.716157205240174
258,0.0,0.5069084628670121,1.0,8.656303972366148
259,0.0,0.4917319408181027,1.0,8.702349869451696
260,0.0,0.5031000885739593,1.0,8.851195748449955
261,0.0,0.5048118985126859,1.0,8.754155730533684
262,0.0,0.5065387968613775,1.0,8.713164777680907
263,0.0,0.5087719298245614,1.0,8.776315789473685
264,0.0,0.5017482517482518,1.0,8.744755244755245
265,0.0,0.4897959183673469,1.0,8.87843833185448
266,0.0,0.49049773755656106,1.0,9.04524886877828
267,0.0,0.5121293800539084,1.0,8.966756513926326
268,0.0,0.5192307692307693,1.0,8.753496503496503
269,0.0,0.5193519351935193,1.0,8.997299729972998
270,0.0,0.5004444444444445,1.0,8.880888888888888
271,0.0,0.5339805825242718,1.0,8.83936451897617
272,0.0,0.5128205128205128,1.0,8.837312113174182
273,0.0,0.5194690265486726,1.0,8.852212389380531
274,0.0,0.5035906642728905,1.0,8.96947935368043
275,0.0,0.5026548672566372,1.0,8.858407079646017
276,0.0,0.5053285968028419,1.0,8.879218472468917
277,0.0,0.5102954341987467,1.0,8.949865711727842
278,0.0,0.49638336347197104,1.0,9.037070524412297
279,0.0,0.5027173913043478,1.0,9.058876811594203
280,0.0,0.5103697024346258,1.0,9.024346257889992
281,0.0,0.5311942959001783,1.0,8.909982174688057
282,0.0,0.5227686703096539,1.0,9.105646630236794
283,0.0,0.515638963360143,1.0,8.94727435210009
284,0.0,0.5071174377224199,1.0,8.88167259786477
285,0.0,0.5211141060197664,1.0,8.9937106918239
286,0.0,0.5070546737213404,1.0,8.82010582010582
287,0.0,0.5153429602888087,1.0,9.012635379061372
288,0.0,0.5401459854014599,1.0,9.13412408759124
289,0.0,0.5343580470162749,1.0,9.037974683544304
290,0.0,0.5054249547920434,1.0,9.031645569620252
291,0.0,0.5238095238095238,1.0,8.986522911051212
292,0.0,0.5133887349953832,1.0,9.233610341643583
293,0.0,0.5290437890974083,1.0,8.941912421805183
294,0.0,0.5259799453053783,1.0,9.115770282588878
295,0.0,0.5072992700729927,1.0,9.116788321167883
296,0.0,0.5345911949685535,1.0,8.991015274034142
297,0.0,0.509009009009009,1.0,9.016216216216216
298,0.0,0.5587967183226983,1.0,9.111212397447584
299,0.0,0.5185856754306437,1.0,9.060743427017226
300,0.0,0.5148514851485149,1.0,8.999099909991
301,0.0,0.5114784205693297,1.0,9.198347107438016
302,0.0,0.5064814814814815,1.0,9.24537037037037
303,0.0,0.543557168784029,1.0,9.081669691470054
304,0.0,0.502262443438914,1.0,9.041628959276018
305,0.0,0.5533088235294118,1.0,9.201286764705882
306,0.0,0.5101289134438306,1.0,9.195211786372008
307,0.0,0.511049723756906,1.0,9.215469613259668
308,0.0,0.5353260869565217,1.0,9.058876811594203
309,0.0,0.5078053259871441,1.0,9.188246097337007
310,0.0,0.49633699633699635,1.0,9.145604395604396
311,0.0,0.5063868613138686,1.0,9.14051094890511
312,0.0,0.5265567765567766,1.0,9.147435897435898
313,0.0,0.49679193400549954,1.0,9.171402383134739
314,0.0,0.5127970749542962,1.0,9.122486288848263
315,0.0,0.5339981867633726,1.0,9.085222121486854
316,0.0,0.5347349177330896,1.0,9.13345521023766
317,0.0,0.5406922357343311,1.0,9.350795135640785
318,0.0,0.5206378986866792,1.0,9.390243902439025
319,0.0,0.5122180451127819,1.0,9.406015037593985
320,0.0,0.5147058823529411,1.0,9.179227941176471
321,0.0,0.5130841121495328,1.0,9.342056074766354
322,0.0,0.5179924242424242,1.0,9.459280303030303
323,0.0,0.507380073800738,1.0,9.228782287822877
324,0.0,0.4921946740128558,1.0,9.193755739210285
325,0.0,0.49396471680594245,1.0,9.273909006499535
326,0.0,0.5234590616375345,1.0,9.206071757129715
327,0.0,0.5272727272727272,1.0,9.08909090909091
328,0.0,0.5370370370370371,1.0,9.266666666666667
329,0.0,0.5386046511627907,1.0,9.306976744186047
330,0.0,0.5210237659963437,1.0,9.138025594149909
331,0.0,0.5422794117647058,1.0,9.183823529411764
332,0.0,0.5288640595903166,1.0,9.320297951582868
333,0.0,0.4888888888888889,1.0,9.25925925925926
334,0.0,0.5174632352941176,1.0,9.183823529411764
335,0.0,0.5096774193548387,1.0,9.213824884792627
336,0.0,0.4995340167753961,1.0,9.321528424976702
337,0.0,0.4858490566037736,1.0,9.434905660377359
338,0.0,0.5196998123827392,1.0,9.389305816135085
339,0.0,0.494921514312096,1.0,9.231763619575254
340,0.0,0.5279850746268657,1.0,9.309701492537313
341,0.0,0.5231053604436229,1.0,9.256007393715342
342,0.0,0.5284249767008388,1.0,9.322460391425908
343,0.0,0.5232876712328767,1.0,9.135159817351598
344,0.0,0.5287037037037037,1.0,9.257407407407408
345,0.0,0.5027777777777778,1.0,9.257407407407408
346,0.0,0.5403151065801668,1.0,9.260426320667284
347,0.0,0.5357474466109564,1.0,9.301764159702879
348,0.0,0.5329566854990584,1.0,9.41713747645951
349,0.0,0.5232668566001899,1.0,9.488129154795821
350,0.0,0.500467726847521,1.0,9.337698783910197
351,0.0,0.5218198700092851,1.0,9.30547818012999
352,0.0,0.5277264325323475,1.0,9.227356746765249
353,0.0,0.5023169601482854,1.0,9.265060240963855
354,0.0,0.5278293135435993,1.0,9.297773654916512
355,0.0,0.5140712945590994,1.0,9.365853658536585
356,0.0,0.4732895970009372,1.0,9.37863167760075
357,0.0,0.5237209302325582,1.0,9.295813953488372
358,0.0,0.5097674418604651,1.0,9.306046511627907
359,0.0,0.5126522961574508,1.0,9.375820056232428
360,0.0,0.5121722846441947,1.0,9.367977528089888
361,0.0,0.522232734153264,1.0,9.452223273415326
362,0.0,0.5131332082551595,1.0,9.371482176360225
363,0.0,0.5273584905660378,1.0,9.44433962264151
364,0.0,0.5327014218009478,1.0,9.481516587677724
365,0.0,0.5213675213675214,1.0,9.489078822412155
366,0.0,0.5242165242165242,1.0,9.495726495726496
367,0.0,0.5417457305502846,1.0,9.495256166982923
368,0.0,0.5142585551330798,1.0,9.511406844106464
369,0.0,0.513094083414161,1.0,9.685741998060136
370,0.0,0.5346153846153846,1.0,9.617307692307692
371,0.0,0.5270403146509341,1.0,9.83284169124877
372,0.0,0.5129682997118156,1.0,9.607108549471661
373,0.0,0.5072046109510087,1.0,9.609029779058597
374,0.0,0.5187319884726225,1.0,9.600384245917388
375,0.0,0.5208131655372701,1.0,9.677637947725072
376,0.0,0.5341555977229602,1.0,9.507590132827325
377,0.0,0.5256534365924492,1.0,9.65730880929332
378,0.0,0.5114285714285715,1.0,9.536190476190477
379,0.0,0.5194681861348528,1.0,9.50332383665717
380,0.0,0.5645161290322581,1.0,9.478178368121442
381,0.0,0.5222007722007722,1.0,9.6515444015444
382,0.0,0.5137701804368471,1.0,9.50332383665717
383,0.0,0.5328884652049571,1.0,9.532888465204957
384,0.0,0.5115384615384615,1.0,9.621153846153845
385,0.0,0.5172413793103449,1.0,9.563218390804598
386,0.0,0.558567279767667,1.0,9.690222652468538
387,0.0,0.5247813411078717,1.0,9.715257531584061
388,0.0,0.5057692307692307,1.0,9.609615384615385
389,0.0,0.530552861299709,1.0,9.70514064015519
390,0.0,0.5062439961575408,1.0,9.614793467819405
391,0.0,0.5152671755725191,1.0,9.536259541984732
392,0.0,0.5082125603864734,1.0,9.650241545893719
393,0.0,0.526416906820365,1.0,9.617675312199808
394,0.0,0.5346820809248555,1.0,9.6252408477842
395,0.0,0.5432692307692307,1.0,9.622115384615384
396,0.0,0.5067567567567568,1.0,9.642857142857142
397,0.0,0.519193857965451,1.0,9.613243761996161
398,0.0,0.538830297219559,1.0,9.585810162991372
399,0.0,0.5197685631629702,1.0,9.632594021215043
400,0.0,0.5149181905678537,1.0,9.631376323387872
401,0.0,0.5456292026897214,1.0,9.605187319884726
402,0.0,0.5023923444976076,1.0,9.559808612440191
403,0.0,0.5299806576402321,1.0,9.674081237911025
404,0.0,0.5244140625,1.0,9.7666015625
405,0.0,0.5190243902439025,1.0,9.747317073170732
406,0.0,0.5033751205400193,1.0,9.642237222757956
407,0.0,0.5161290322580645,1.0,9.78396871945259
408,0.0,0.546692607003891,1.0,9.722762645914397
409,0.0,0.5339712918660288,1.0,9.573205741626793
410,0.0,0.50293542074364,1.0,9.803326810176126
411,0.0,0.5096153846153846,1.0,9.606730769230769
412,0.0,0.5419479267116682,1.0,9.64609450337512
413,0.0,0.5222007722007722,1.0,9.63899613899614
414,0.0,0.5063045586808923,1.0,9.707080504364695
415,0.0,0.5315227934044617,1.0,9.700290979631426
416,0.0,0.4893410852713178,1.0,9.700581395348838
417,0.0,0.5341555977229602,1.0,9.48481973434535
418,0.0,0.514975845410628,1.0,9.646376811594203
419,0.0,0.5197685631629702,1.0,9.657666345226616
420,0.0,0.519730510105871,1.0,9.615014436958614
421,0.0,0.5469348659003831,1.0,9.584291187739463
422,0.0,0.5397286821705426,1.0,9.678294573643411
423,0.0,0.5239005736137667,1.0,9.568833652007648
424,0.0,0.5124045801526718,1.0,9.537213740458014
425,0.0,0.5214007782101168,1.0,9.724708171206226
426,0.0,0.5295801526717557,1.0,9.54293893129771
427,0.0,0.49951876804619827,1.0,9.620789220404236
428,0.0,0.5067961165048543,1.0,9.729126213592233
429,0.0,0.5274621212121212,1.0,9.458333333333334
430,0.0,0.5449330783938815,1.0,9.558317399617591
431,0.0,0.553519768563163,1.0,9.643201542912246
432,0.0,0.5371589840075258,1.0,9.409219190968956
433,0.0,0.5465004793863855,1.0,9.586768935762224
434,0.0,0.5115606936416185,1.0,9.63776493256262
435,0.0,0.5498575498575499,1.0,9.493827160493828
436,0.0,0.5309229305423406,1.0,9.50999048525214
437,0.0,0.5106177606177607,1.0,9.650579150579151
438,0.0,0.5188042430086789,1.0,9.653809064609451
439,0.0,0.5246853823814134,1.0,9.674733785091965
440,0.0,0.5062560153994226,1.0,9.6111645813282
441,0.0,0.5018939393939394,1.0,9.479166666666666
442,0.0,0.530360531309298,1.0,9.486717267552182
443,0.0,0.5401119402985075,1.0,9.340485074626866
444,0.0,0.5024201355275896,1.0,9.663117134559535
445,0.0,0.5244019138755981,1.0,9.582775119617224
446,0.0,0.4947569113441373,1.0,9.533841754051478
447,0.0,0.5366795366795367,1.0,9.650579150579151
448,0.0,0.5482954545454546,1.0,9.473484848484848
449,0.0,0.5162835249042146,1.0,9.576628352490422
450,0.0,0.5573770491803278,1.0,9.634522661523626
451,0.0,0.5286129970902037,1.0,9.700290979631426
452,0.0,0.5369836695485111,1.0,9.613832853025936
453,0.0,0.5578034682080925,1.0,9.619460500963392
454,0.0,0.4860710854947166,1.0,9.61671469740634
455,0.0,0.5188042430086789,1.0,9.649951783992286
456,0.0,0.5231660231660231,1.0,9.64092664092664
457,0.0,0.5178055822906641,1.0,9.638113570741098
458,0.0,0.5152963671128107,1.0,9.553537284894837
459,0.0,0.5542747358309318,1.0,9.598463016330452
460,0.0,0.5167464114832536,1.0,9.571291866028709
461,0.0,0.5105162523900574,1.0,9.5697896749522
462,0.0,0.527117031398668,1.0,9.517602283539485
463,0.0,0.5355769230769231,1.0,9.598076923076922
464,0.0,0.5437262357414449,1.0,9.506653992395437
465,0.0,0.5192307692307693,1.0,9.620192307692308
466,0.0,0.5304182509505704,1.0,9.502851711026617
467,0.0,0.5275142314990512,1.0,9.480075901328274
468,0.0,0.532304725168756,1.0,9.655737704918034
469,0.0,0.5285714285714286,1.0,9.526666666666667
470,0.0,0.5356125356125356,1.0,9.497625830959164
471,0.0,0.5200381679389313,1.0,9.541030534351146
472,0.0,0.5230914231856739,1.0,9.419415645617342
473,0.0,0.5227272727272727,1.0,9.474431818181818
474,0.0,0.5360531309297912,1.0,9.481973434535105
475,0.0,0.5154929577464789,1.0,9.4
476,0.0,0.5211665098777046,1.0,9.4035747883349
477,0.0,0.5239887111947319,1.0,9.408278457196614
478,0.0,0.5228571428571429,1.0,9.522857142857143
479,0.0,0.5113851992409867,1.0,9.48292220113852
480,0.0,0.5402081362346263,1.0,9.465468306527908
481,0.0,0.5258215962441315,1.0,9.388732394366198
482,0.0,0.5277516462841016,1.0,9.402634054562558
483,0.0,0.48778195488721804,1.0,9.406015037593985
484,0.0,0.5084586466165414,1.0,9.389097744360901
485,0.0,0.5321691176470589,1.0,9.197610294117647
486,0.0,0.532516493873704,1.0,9.426013195098964
487,0.0,0.532516493873704,1.0,9.420358152686145
488,0.0,0.5056603773584906,1.0,9.437735849056605
489,0.0,0.5065913370998116,1.0,9.419020715630886
490,0.0,0.5419847328244275,1.0,9.536259541984732
491,0.0,0.5235404896421846,1.0,9.424670433145009
492,0.0,0.5622641509433962,1.0,9.432075471698113
493,0.0,0.5214899713467048,1.0,9.53199617956065
494,0.0,0.491635687732342,1.0,9.308550185873607
495,0.0,0.5232227488151658,1.0,9.4739336492891
496,0.0,0.5293005671077504,1.0,9.45085066162571
497,0.0,0.5357142857142857,1.0,9.403195488721805
498,0.0,0.5584905660377358,1.0,9.441509433962263
499,0.0,0.5446009389671361,1.0,9.387793427230047
500,0.0,0.5452812202097236,1.0,9.510009532888466
501,0.0,0.5333960489181562,1.0,9.41862652869238
502,0.0,0.5401322001888574,1.0,9.451369216241737
503,0.0,0.5335221907459868,1.0,9.454202077431539
504,0.0,0.5075614366729678,1.0,9.44234404536862
505,0.0,0.516003879728419,1.0,9.695441319107662
506,0.0,0.5147478591817317,1.0,9.521408182683158
507,0.0,0.5354107648725213,1.0,9.449480642115203
508,0.0,0.4995296331138288,1.0,9.396048918156161
509,0.0,0.5439770554493308,1.0,9.553537284894837
510,0.0,0.5302457466918714,1.0,9.456521739130435
511,0.0,0.5482954545454546,1.0,9.472537878787879
512,0.0,0.5438095238095239,1.0,9.527619047619048
513,0.0,0.5559808612440191,1.0,9.567464114832536
514,0.0,0.5081184336198663,1.0,9.551098376313275
515,0.0,0.5097087378640777,1.0,9.692233009708739
